,Movie,Distributor,Genre,MPAA,Book_Based,Production_Budget,Worldwide_Gross,Release Year,award_winning,Genre_Number
1623,Hitch,Sony Pictures,Romantic Comedy,PG-13,0,"$55,000,000","$366,784,257",2005,0,8
1624,The Longest Yard,Paramount Pictures,Comedy,PG-13,0,"$82,000,000","$191,558,505",2005,1,0
1625,Fantastic Four,20th Century Fox,Action,PG-13,0,"$87,500,000","$333,132,750",2005,0,1
1626,Robots,20th Century Fox,Adventure,PG,0,"$80,000,000","$260,700,012",2005,1,4
1627,Meet the Fockers,Universal,Comedy,PG-13,0,"$60,000,000","$516,567,575",2004,1,0
1628,The Pacifier,Walt Disney,Comedy,PG,0,"$56,000,000","$198,006,880",2005,1,0
1629,Monster-in-Law,New Line,Comedy,PG-13,0,"$45,000,000","$155,931,301",2005,1,0
1630,Are We There Yet?,Sony Pictures,Romantic Comedy,PG,0,"$20,000,000","$98,114,471",2005,0,8
1631,The Dukes of Hazzard,Warner Bros.,Comedy,PG-13,0,"$53,000,000","$109,848,461",2005,0,0
1632,Constantine,Warner Bros.,Action,R,0,"$75,000,000","$221,594,911",2005,0,1
1633,The Ring Two,Dreamworks SKG,Horror,PG-13,0,"$50,000,000","$161,941,727",2005,1,2
1634,The Exorcism of Emily Rose,Sony Pictures,Horror,PG-13,0,"$18,000,000","$144,529,078",2005,0,2
1635,Four Brothers,Paramount Pictures,Drama,R,0,"$30,000,000","$92,494,381",2005,0,5
1636,Sin City,Miramax/Dimension,Action,R,0,"$40,000,000","$158,527,918",2005,1,1
1637,The Interpreter,Universal,Thriller/Suspense,PG-13,0,"$90,000,000","$162,753,837",2005,1,6
1638,The Aviator,Miramax,Drama,PG-13,1,"$110,000,000","$208,370,892",2004,0,5
1639,Guess Who,Sony Pictures,Comedy,PG-13,0,"$35,000,000","$102,115,888",2005,0,0
1640,Sahara,Paramount Pictures,Adventure,PG-13,1,"$145,000,000","$121,671,925",2005,0,4
1641,Coach Carter,Paramount Pictures,Drama,PG-13,0,"$45,000,000","$76,665,507",2005,0,5
1642,The Amityville Horror,Filmways Pictures,Horror,R,1,"$18,500,000","$109,175,673",2005,0,2
1643,Sky High,Walt Disney,Adventure,PG,0,"$35,000,000","$83,109,359",2005,1,4
1644,Bewitched,Sony Pictures,Comedy,PG-13,0,"$80,000,000","$131,159,306",2005,1,0
1645,Cinderella Man,Universal,Drama,PG-13,0,"$88,000,000","$105,021,488",2005,1,5
1646,White Noise,Universal,Drama,PG-13,0,"$10,000,000","$92,094,360",2005,0,5
1647,Be Cool,MGM,Comedy,PG-13,1,"$75,000,000","$94,944,017",2005,0,0
1648,Hide and Seek,20th Century Fox,Thriller/Suspense,R,0,"$25,000,000","$123,696,741",2005,1,6
1649,The Hitchhiker's Guide to the Galaxy,Walt Disney,Adventure,PG,1,"$45,000,000","$102,746,214",2005,0,4
1650,Diary of a Mad Black Woman,Lionsgate,Drama,PG-13,0,"$5,500,000","$50,458,356",2005,1,5
1651,Racing Stripes,Warner Bros.,Adventure,PG,0,"$30,000,000","$89,955,540",2005,1,4
1652,Sideways,Fox Searchlight,Drama,R,1,"$17,000,000","$109,793,192",2004,0,5
1653,Miss Congeniality 2: Armed and Fabulous,Warner Bros.,Comedy,PG-13,0,"$60,000,000","$101,382,396",2005,0,0
1654,Just Like Heaven,Dreamworks SKG,Romantic Comedy,PG-13,0,"$58,000,000","$100,687,083",2005,0,8
1655,The Skeleton Key,Universal,Horror,PG-13,0,"$40,000,000","$92,256,918",2005,0,2
1656,Kingdom of Heaven,20th Century Fox,Adventure,R,0,"$110,000,000","$218,853,353",2005,1,4
1657,Boogeyman,Sony Pictures,Horror,PG-13,0,"$20,000,000","$67,192,859",2005,0,2
1658,The Legend of Zorro,Sony Pictures,Adventure,PG,0,"$80,000,000","$141,475,336",2005,1,4
1659,In Good Company,Universal,Comedy,PG-13,0,"$26,000,000","$63,489,752",2004,0,0
1660,Must Love Dogs,Warner Bros.,Romantic Comedy,PG-13,0,"$35,000,000","$58,405,313",2005,0,8
1661,Fever Pitch,20th Century Fox,Comedy,PG-13,1,"$40,000,000","$50,071,069",2005,0,0
1662,The Sisterhood of the Traveling Pants,Warner Bros.,Drama,PG,1,"$25,000,000","$41,560,117",2005,0,5
1663,The Brothers Grimm,Miramax/Dimension,Adventure,PG-13,0,"$80,000,000","$105,299,638",2005,0,4
1664,The Island,Dreamworks SKG,Action,PG-13,1,"$120,000,000","$163,018,913",2005,0,1
1665,The Phantom of the Opera,Warner Bros.,Musical,PG-13,1,"$55,000,000","$153,770,052",2004,0,3
1666,Hostage,Miramax,Action,R,0,"$75,000,000","$77,636,443",2005,0,1
1667,The Constant Gardener,Focus Features,Drama,R,1,"$25,500,000","$86,301,599",2005,0,5
1668,Because of Winn-Dixie,20th Century Fox,Comedy,PG,0,"$15,000,000","$33,508,485",2005,1,0
1669,Stealth,Sony Pictures,Action,PG-13,0,"$138,000,000","$76,416,746",2005,1,1
1670,House of Wax,Warner Bros.,Horror,R,0,"$35,000,000","$70,064,800",2005,0,2
1671,The Wedding Date,Universal,Romantic Comedy,PG-13,1,"$15,000,000","$47,175,038",2005,0,8
1672,The Fog,Sony Pictures,Horror,PG-13,0,"$18,000,000","$37,048,526",2005,0,2
1673,Doom,Universal,Horror,R,0,"$70,000,000","$58,757,178",2005,0,2
1674,Finding Neverland,Miramax,Drama,PG,1,"$25,000,000","$115,036,108",2004,1,5
1675,Elizabethtown,Paramount Pictures,Drama,PG-13,0,"$54,000,000","$50,719,373",2005,1,5
1676,Serenity,Universal,Action,PG-13,0,"$39,000,000","$40,319,440",2005,0,1
1677,Dark Water,Walt Disney,Thriller/Suspense,PG-13,0,"$60,000,000","$49,473,093",2005,1,6
1678,Elektra,20th Century Fox,Action,PG-13,0,"$65,000,000","$56,824,633",2005,0,1
1679,Ice Princess,Walt Disney,Comedy,G,0,"$25,000,000","$25,732,334",2005,0,0
1680,Lord of War,Lionsgate,Action,R,0,"$42,000,000","$60,437,727",2005,1,1
1681,Lemony Snicket's A Series of Unfortunate Events,Paramount Pictures,Adventure,PG,0,"$100,000,000","$212,956,024",2004,1,4
1682,Hotel Rwanda,MGM,Drama,PG-13,0,"$17,500,000","$36,521,223",2004,0,5
1683,Deuce Bigalow: European Gigolo,Sony Pictures,Comedy,R,0,"$22,000,000","$45,273,464",2005,0,0
1684,Hustle & Flow,Paramount Vantage,Drama,R,0,"$2,800,000","$23,591,783",2005,0,5
1685,A Lot Like Love,Walt Disney,Comedy,PG-13,0,"$25,000,000","$41,921,590",2005,1,0
1686,Man of the House,Sony Pictures,Comedy,PG-13,0,"$50,000,000","$22,099,706",2005,1,0
1687,Valiant,Walt Disney,Adventure,G,0,"$35,000,000","$64,188,387",2005,1,4
1688,Cursed,Miramax/Dimension,Horror,PG-13,0,"$35,000,000","$25,114,901",2005,0,2
1689,Into the Blue,Sony Pictures,Adventure,PG-13,0,"$50,000,000","$41,982,227",2005,0,4
1690,The Upside of Anger,New Line,Drama,R,0,"$12,000,000","$28,915,761",2005,0,5
1691,Ocean's Twelve,Warner Bros.,Adventure,PG-13,0,"$110,000,000","$362,989,076",2004,1,4
1692,National Treasure,Walt Disney,Adventure,PG,0,"$100,000,000","$331,323,410",2004,1,4
1693,Pooh's Heffalump Movie,Walt Disney,Adventure,G,1,"$20,000,000","$55,686,944",2005,0,4
1694,The Devil's Rejects,Lionsgate,Horror,R,0,"$7,000,000","$20,940,428",2005,0,2
1695,Son of the Mask,New Line,Adventure,PG,0,"$100,000,000","$59,918,422",2005,0,4
1696,Rebound,20th Century Fox,Comedy,PG,0,"$45,000,000","$17,492,014",2005,0,0
1697,The Perfect Man,Universal,Romantic Comedy,PG,0,"$10,000,000","$19,535,005",2005,0,8
1698,Waiting...,Lionsgate,Comedy,R,0,"$1,125,000","$18,673,274",2005,0,0
1699,The Greatest Game Ever Played,Walt Disney,Drama,PG,0,"$25,000,000","$15,468,266",2005,0,5
1700,The Cave,Sony Pictures,Horror,PG-13,0,"$30,000,000","$27,147,991",2005,0,2
1701,Fat Albert,20th Century Fox,Comedy,PG,0,"$45,000,000","$48,563,556",2004,0,0
1702,Broken Flowers,Focus Features,Romantic Comedy,R,0,"$10,000,000","$40,744,960",2005,1,8
1703,The Honeymooners,Paramount Pictures,Comedy,PG-13,0,"$27,000,000","$13,174,426",2005,0,0
1704,The Weather Man,Paramount Pictures,Drama,R,0,"$20,000,000","$15,466,961",2005,1,5
1705,Spanglish,Sony Pictures,Comedy,PG-13,0,"$75,000,000","$54,344,321",2004,1,0
1706,Domino,New Line,Action,R,0,"$50,000,000","$22,969,202",2005,1,1
1707,The Great Raid,Miramax,Action,R,0,"$60,000,000","$10,597,070",2005,0,1
1708,The Incredibles,Walt Disney,Adventure,PG,0,"$92,000,000","$614,726,752",2004,1,4
1709,An Unfinished Life,Miramax,Drama,PG-13,0,"$30,000,000","$18,535,575",2005,1,5
1710,The Man,New Line,Comedy,PG-13,0,"$20,000,000","$10,393,696",2005,0,0
1711,Proof,Miramax,Drama,PG-13,0,"$20,000,000","$8,284,331",2005,1,5
1712,House of Flying Daggers,Sony Pictures Classics,Action,PG-13,0,"$12,000,000","$92,863,945",2004,0,1
1713,The Jacket,Warner Independent,Thriller/Suspense,R,0,"$28,500,000","$15,452,978",2005,1,6
1714,Underclassman,Miramax,Thriller/Suspense,PG-13,0,"$25,000,000","$5,654,777",2005,0,6
1715,Alone in the Dark,Lionsgate,Horror,R,0,"$20,000,000","$10,588,079",2005,0,2
1716,Blade: Trinity,New Line,Action,R,0,"$65,000,000","$131,353,165",2004,0,1
1717,Flight of the Phoenix,20th Century Fox,Adventure,PG-13,1,"$75,000,000","$34,009,180",2004,0,4
1718,Beyond the Sea,Lionsgate,Drama,PG-13,0,"$24,000,000","$8,292,914",2004,1,5
1719,Being Julia,Sony Pictures,Drama,R,1,"$18,000,000","$14,488,705",2004,1,5
1720,King's Ransom,New Line,Comedy,PG-13,0,"$25,000,000","$4,049,527",2005,0,0
1721,Me and You and Everyone We Know,IFC Films,Drama,R,0,"$2,000,000","$9,615,464",2005,1,5
1722,Ray,Universal,Drama,PG-13,0,"$40,000,000","$124,823,094",2004,0,5
1723,The Merchant of Venice,Sony Pictures Classics,Drama,R,0,"$30,000,000","$18,765,585",2004,1,5
1724,Kinsey,Fox Searchlight,Drama,R,0,"$11,000,000","$17,443,529",2004,1,5
1725,Supercross,20th Century Fox,Action,PG-13,0,"$30,000,000","$3,252,550",2005,0,1
1726,The Work and the Glory,Excel Entertainment,Drama,PG,1,"$7,500,000","$3,347,647",2004,0,5
1727,Oliver Twist,Sony/TriStar,Drama,PG-13,1,"$65,000,000","$26,670,920",2005,1,5
1728,A Sound of Thunder,Warner Bros.,Action,PG-13,0,"$80,000,000","$6,300,451",2005,1,1
1729,Vera Drake,Fine Line,Drama,R,0,"$11,000,000","$13,353,855",2004,1,5
1730,Thumbsucker,Sony Pictures Classics,Comedy,R,0,"$4,000,000","$1,919,197",2005,0,0
1731,Undiscovered,Lionsgate,Romantic Comedy,PG-13,0,"$9,000,000","$1,069,318",2005,0,8
1732,Venom,Miramax/Dimension,Horror,R,0,"$25,000,000","$881,745",2005,0,2
1733,Where the Truth Lies,ThinkFilm,Drama,Not Rated,0,"$25,000,000","$1,415,656",2005,0,5
1734,Duma,Warner Bros.,Adventure,PG,0,"$12,000,000","$994,790",2005,0,4
1735,Shall We Dance?,Miramax,Romantic Comedy,PG-13,0,"$40,000,000","$118,097,882",2004,1,8
1736,The Ballad of Jack and Rose,IFC Films,Drama,R,0,"$1,500,000","$1,126,258",2005,0,5
1737,Inside Deep Throat,Universal,Documentary,NC-17,0,"$2,000,000","$691,880",2005,1,10
1738,Ladder 49,Walt Disney,Action,PG-13,0,"$60,000,000","$102,332,848",2004,0,1
1739,The Assassination of Richard Nixon,ThinkFilm,Drama,R,0,"$4,600,000","$4,880,143",2004,1,5
1740,Shark Tale,Dreamworks SKG,Adventure,PG,0,"$75,000,000","$371,917,043",2004,1,4
1741,Christmas with the Kranks,Sony Pictures,Comedy,PG,1,"$50,000,000","$96,469,187",2004,0,0
1742,House of D,Lionsgate,Drama,PG-13,0,"$2,000,000","$466,106",2005,1,5
1743,The Game of Their Lives,IFC Films,Drama,PG,0,"$20,000,000","$375,474",2005,0,5
1744,Alexander,Warner Bros.,Action,R,0,"$155,000,000","$167,297,191",2004,1,1
1745,Birth,New Line,Drama,R,0,"$20,000,000","$14,603,001",2004,1,5
1746,Imaginary Heroes,Sony Pictures Classics,Drama,R,0,"$10,000,000","$290,875",2004,0,5
1747,After the Sunset,New Line,Action,PG-13,0,"$57,000,000","$38,329,114",2004,0,1
1748,I Heart Huckabees,Fox Searchlight,Comedy,R,0,"$22,000,000","$20,034,713",2004,1,0
1749,The Machinist,Paramount Vantage,Thriller/Suspense,R,0,"$5,000,000","$8,655,397",2004,0,6
1750,Forty Shades of Blue,Vitagraph Films,Drama,R,0,"$1,500,000","$172,569",2005,0,5
1751,Veer-Zaara,Yash Raj Films,Drama,Not Rated,0,"$7,000,000","$7,017,859",2004,0,5
1752,The Chumscrubber,Picturehouse,Drama,R,0,"$6,800,000","$49,526",2005,0,5
1753,Without a Paddle,Paramount Pictures,Comedy,PG-13,0,"$30,000,000","$65,121,280",2004,0,0
1754,Garden State,Fox Searchlight,Drama,R,0,"$2,500,000","$36,028,802",2004,0,5
1755,Team America: World Police,Paramount Pictures,Comedy,R,0,"$20,000,000","$50,948,811",2004,0,0
1756,Alfie,Paramount Pictures,Comedy,R,0,"$40,000,000","$35,195,939",2004,1,0
1757,Apollo 13,Universal,Drama,PG,0,"$65,000,000","$335,802,271",1995,1,5
1758,My Big Fat Independent Movie,Big Fat Movies,Comedy,R,0,"$3,000,000","$4,655",2005,0,0
1759,The Brown Bunny,WellSpring,Drama,Not Rated,0,"$10,000,000","$630,427",2004,1,5
1760,Shrek 2,Dreamworks SKG,Adventure,PG,0,"$70,000,000","$937,008,132",2004,1,4
1761,Spider-Man 2,Sony Pictures,Adventure,PG-13,0,"$200,000,000","$795,110,670",2004,1,4
1762,Harry Potter and the Prisoner of Azkaban,Warner Bros.,Adventure,PG,1,"$130,000,000","$796,688,549",2004,1,4
1763,The Day After Tomorrow,20th Century Fox,Adventure,PG-13,0,"$125,000,000","$556,319,450",2004,0,4
1764,The Bourne Supremacy,Universal,Thriller/Suspense,PG-13,1,"$85,000,000","$311,001,124",2004,1,6
1765,"I, Robot",20th Century Fox,Action,PG-13,0,"$105,000,000","$348,629,585",2004,0,1
1766,Troy,Warner Bros.,Action,R,0,"$150,000,000","$484,161,265",2004,1,1
1767,50 First Dates,Sony Pictures,Romantic Comedy,PG-13,0,"$75,000,000","$196,320,329",2004,0,8
1768,Van Helsing,Universal,Action,PG-13,1,"$170,000,000","$300,150,546",2004,0,1
1769,Fahrenheit 9/11,Lionsgate,Documentary,R,0,"$6,000,000","$221,148,959",2004,1,10
1770,The Village,Walt Disney,Thriller/Suspense,PG-13,0,"$71,682,975","$257,641,634",2004,1,6
1771,The Grudge,Sony Pictures,Horror,PG-13,0,"$10,000,000","$187,281,115",2004,0,2
1772,Collateral,Dreamworks SKG,Action,R,0,"$60,000,000","$217,670,152",2004,0,1
1773,The Princess Diaries 2: Royal Engagement,Walt Disney,Romantic Comedy,G,1,"$45,000,000","$122,071,435",2004,1,8
1774,Starsky & Hutch,Warner Bros.,Comedy,PG-13,0,"$60,000,000","$170,200,225",2004,0,0
1775,Along Came Polly,Universal,Romantic Comedy,PG-13,0,"$42,000,000","$173,044,410",2004,1,8
1776,Mean Girls,Paramount Pictures,Comedy,PG-13,0,"$18,000,000","$130,953,026",2004,0,0
1777,Scooby-Doo 2: Monsters Unleashed,Warner Bros.,Adventure,PG,0,"$25,000,000","$181,185,387",2004,1,4
1778,Anchorman: The Legend of Ron Burgundy,Dreamworks SKG,Comedy,PG-13,0,"$25,000,000","$89,476,265",2004,1,0
1779,The Notebook,New Line,Drama,PG-13,1,"$30,000,000","$116,025,023",2004,0,5
1780,Man on Fire,20th Century Fox,Thriller/Suspense,R,1,"$60,000,000","$130,968,579",2004,1,6
1781,The Terminal,Dreamworks SKG,Drama,PG-13,0,"$75,000,000","$218,673,959",2004,1,5
1782,White Chicks,Sony Pictures,Comedy,PG-13,0,"$20,000,000","$111,448,997",2004,0,0
1783,Hidalgo,Walt Disney,Western,PG-13,0,"$78,000,000","$108,086,731",2004,0,7
1784,The Manchurian Candidate,Paramount Pictures,Thriller/Suspense,R,1,"$80,000,000","$96,148,711",2004,1,6
1785,Miracle,Walt Disney,Drama,PG,0,"$28,000,000","$64,474,705",2004,0,5
1786,Friday Night Lights,Universal,Drama,PG-13,0,"$30,000,000","$61,950,770",2004,0,5
1787,Hellboy,Sony Pictures,Action,PG-13,0,"$60,000,000","$99,823,958",2004,0,1
1788,The Stepford Wives,Paramount Pictures,Comedy,PG-13,1,"$100,000,000","$96,221,971",2004,1,0
1789,Dawn of the Dead,Universal,Horror,R,0,"$28,000,000","$103,452,875",2004,0,2
1790,Big Fish,Sony Pictures,Drama,PG-13,1,"$70,000,000","$123,954,323",2003,1,5
1791,The Butterfly Effect,New Line,Thriller/Suspense,R,0,"$13,000,000","$95,638,592",2004,0,6
1792,The Chronicles of Riddick,Universal,Adventure,PG-13,0,"$120,000,000","$107,212,751",2004,1,4
1793,Cheaper by the Dozen,20th Century Fox,Comedy,PG,0,"$40,000,000","$190,212,113",2003,0,0
1794,Cold Mountain,Miramax,Drama,R,1,"$80,000,000","$165,173,909",2003,1,5
1795,King Arthur,Walt Disney,Adventure,PG-13,0,"$90,000,000","$203,877,963",2004,0,4
1796,A Cinderella Story,Warner Bros.,Romantic Comedy,PG,0,"$19,000,000","$70,164,105",2004,0,8
1797,Resident Evil: Apocalypse,Sony Pictures,Horror,R,0,"$50,000,000","$125,168,734",2004,0,2
1798,Home on the Range,Walt Disney,Adventure,PG,0,"$110,000,000","$76,482,461",2004,1,4
1799,Secret Window,Sony Pictures,Thriller/Suspense,PG-13,0,"$40,000,000","$92,111,551",2004,1,6
1800,Walking Tall,MGM,Action,PG-13,0,"$56,000,000","$47,313,824",2004,1,1
1801,Something's Gotta Give,Sony Pictures,Romantic Comedy,PG-13,0,"$80,000,000","$266,685,242",2003,1,8
1802,Exorcist: The Beginning,Warner Bros.,Horror,R,1,"$78,000,000","$43,957,541",2004,0,2
1803,Catwoman,Warner Bros.,Action,PG-13,0,"$100,000,000","$82,145,379",2004,1,1
1804,The Ladykillers,Walt Disney,Comedy,R,0,"$35,000,000","$77,392,139",2004,1,0
1805,Sky Captain and the World of Tomorrow,Paramount Pictures,Adventure,PG,0,"$70,000,000","$49,730,854",2004,1,4
1806,Raising Helen,Walt Disney,Comedy,PG-13,0,"$50,000,000","$49,928,680",2004,0,0
1807,Mystic River,Warner Bros.,Drama,R,1,"$30,000,000","$156,822,020",2003,1,5
1808,Eternal Sunshine of the Spotless Mind,Focus Features,Comedy,R,0,"$20,000,000","$72,570,762",2004,0,0
1809,The Punisher,Lionsgate,Action,R,0,"$33,000,000","$54,533,774",2004,0,1
1810,Cellular,New Line,Thriller/Suspense,PG-13,0,"$45,000,000","$61,475,984",2004,1,6
1811,Anacondas: The Hunt for the Blood Orchid,Sony Pictures,Horror,PG-13,0,"$25,000,000","$70,326,393",2004,0,2
1812,Johnson Family Vacation,Fox Searchlight,Comedy,PG-13,0,"$12,000,000","$31,286,759",2004,0,0
1813,Confessions of a Teenage Drama Queen,Walt Disney,Comedy,PG,0,"$15,000,000","$33,118,854",2004,0,0
1814,The Prince & Me,Paramount Pictures,Romantic Comedy,PG,0,"$30,000,000","$29,356,757",2004,0,8
1815,Jersey Girl,Miramax,Comedy,PG-13,0,"$35,000,000","$37,066,129",2004,0,0
1816,Twisted,Paramount Pictures,Thriller/Suspense,R,0,"$50,000,000","$40,119,848",2004,0,6
1817,Calendar Girls,Walt Disney,Comedy,PG-13,0,"$10,000,000","$93,074,616",2003,0,0
1818,Around the World in 80 Days,Walt Disney,Adventure,PG,1,"$110,000,000","$72,004,159",2004,1,4
1819,Agent Cody Banks 2: Destination London,MGM,Adventure,PG,0,"$26,000,000","$28,703,083",2004,0,4
1820,Ella Enchanted,Miramax,Comedy,PG,0,"$35,000,000","$22,913,677",2004,0,0
1821,The Alamo,Walt Disney,Western,PG-13,0,"$92,000,000","$23,911,362",2004,0,7
1822,Mr. 3000,Walt Disney,Comedy,PG-13,0,"$30,000,000","$21,827,296",2004,0,0
1823,Torque,Warner Bros.,Action,PG-13,0,"$40,000,000","$46,176,322",2004,0,1
1824,The Last Samurai,Warner Bros.,Action,R,0,"$140,000,000","$456,810,575",2003,0,1
1825,Little Black Book,Sony Pictures,Romantic Comedy,PG-13,0,"$30,000,000","$21,758,371",2004,1,8
1826,Two Brothers,Universal,Drama,PG,0,"$72,000,000","$62,176,754",2004,0,5
1827,Harold & Kumar Go to White Castle,New Line,Comedy,R,0,"$9,000,000","$18,225,165",2004,0,0
1828,Laws of Attraction,New Line,Romantic Comedy,PG-13,0,"$32,000,000","$29,948,322",2004,0,8
1829,My Baby's Daddy,Miramax,Comedy,PG-13,0,"$12,000,000","$17,322,212",2004,0,0
1830,Seed of Chucky,Focus/Rogue Pictures,Horror,R,0,"$29,000,000","$24,716,190",2004,0,2
1831,Win a Date with Tad Hamilton!,Dreamworks SKG,Romantic Comedy,PG-13,0,"$24,000,000","$16,980,098",2004,0,8
1832,Wimbledon,Universal,Romantic Comedy,PG-13,0,"$35,000,000","$41,666,476",2004,0,8
1833,Catch That Kid,20th Century Fox,Adventure,PG,0,"$18,000,000","$16,959,614",2004,0,4
1834,The Whole Ten Yards,Warner Bros.,Comedy,PG-13,0,"$30,000,000","$26,323,969",2004,0,0
1835,Vanity Fair,Focus Features,Drama,PG-13,1,"$23,000,000","$19,123,851",2004,1,5
1836,Paparazzi,20th Century Fox,Thriller/Suspense,PG-13,0,"$20,000,000","$16,612,072",2004,0,6
1837,Paycheck,Paramount Pictures,Thriller/Suspense,PG-13,0,"$60,000,000","$98,819,789",2003,0,6
1838,The Girl Next Door,20th Century Fox,Romantic Comedy,R,0,"$25,000,000","$31,635,150",2004,0,8
1839,Welcome to Mooseport,20th Century Fox,Comedy,PG-13,0,"$26,000,000","$14,469,428",2004,1,0
1840,Godsend,Lionsgate,Thriller/Suspense,PG-13,0,"$30,000,000","$16,910,708",2004,1,6
1841,Peter Pan,Universal,Adventure,PG,1,"$100,000,000","$95,255,485",2003,0,4
1842,New York Minute,Warner Bros.,Comedy,PG,0,"$40,000,000","$21,215,882",2004,0,0
1843,Soul Plane,MGM,Comedy,R,0,"$16,000,000","$14,553,807",2004,0,0
1844,Mona Lisa Smile,Sony Pictures,Drama,PG-13,0,"$65,000,000","$141,205,169",2003,1,5
1845,Envy,Dreamworks SKG,Comedy,PG-13,0,"$20,000,000","$14,566,246",2004,1,0
1846,Shaun of the Dead,Focus/Rogue Pictures,Comedy,R,0,"$5,000,000","$30,332,385",2004,0,0
1847,De-Lovely,MGM,Drama,PG-13,0,"$15,000,000","$18,524,496",2004,1,5
1848,Wicker Park,MGM,Thriller/Suspense,PG-13,0,"$30,000,000","$21,577,076",2004,0,6
1849,Lost in Translation,Focus Features,Drama,R,0,"$4,000,000","$117,085,297",2003,0,5
1850,Breakin' All the Rules,20th Century Fox,Romantic Comedy,PG-13,0,"$9,000,000","$12,512,317",2004,0,8
1851,Chasing Liberty,Warner Bros.,Romantic Comedy,PG-13,0,"$23,000,000","$12,291,975",2004,0,8
1852,The Cookout,Lionsgate,Comedy,PG-13,0,"$16,000,000","$11,540,112",2004,0,0
1853,Master and Commander: The Far Side of the World,20th Century Fox,Adventure,PG-13,0,"$135,000,000","$212,912,137",2003,1,4
1854,Girl with a Pearl Earring,Lionsgate,Drama,PG-13,1,"$12,000,000","$43,274,797",2003,0,5
1855,Raise Your Voice,New Line,Drama,PG,0,"$15,000,000","$14,811,980",2004,0,5
1856,Sleepover,MGM,Adventure,PG,0,"$10,000,000","$9,408,183",2004,0,4
1857,Superbabies: Baby Geniuses 2,Sony Pictures,Adventure,PG,0,"$20,000,000","$9,355,369",2004,1,4
1858,First Daughter,20th Century Fox,Romantic Comedy,PG,0,"$30,000,000","$10,419,084",2004,0,8
1859,21 Grams,Focus Features,Drama,R,0,"$20,000,000","$59,667,625",2003,1,5
1860,Suspect Zero,Paramount Pictures,Thriller/Suspense,R,0,"$27,000,000","$8,712,564",2004,1,6
1861,House of Sand and Fog,Dreamworks SKG,Drama,R,0,"$16,500,000","$16,157,923",2003,1,5
1862,Thunderbirds,Universal,Adventure,PG,0,"$55,000,000","$28,231,444",2004,1,4
1863,Maria Full of Grace,New Line,Drama,R,0,"$3,200,000","$14,441,158",2004,0,5
1864,The Big Bounce,Warner Bros.,Comedy,PG-13,1,"$50,000,000","$6,626,115",2004,0,0
1865,Against the Ropes,Paramount Pictures,Drama,PG-13,0,"$39,000,000","$6,429,865",2004,0,5
